Name,LLoydNumber,GrossRegisterTonnage,NetRegisterTonnage,Latest VOS,Latest ETA,Name_New,MMSI,GrossRegisterTonnage_New,NetRegisterTonnage_NEW,CallSign,Flag,Length,Beam,Draught,Deadweight,YearBuilt,OldNames,Active,YearBuilt
ELEFTHERIA D,7617204,0,0,NULL,NULL,,,,,,,,,,,,,,
ELEGANT ACE,9561265,0,0,NULL,NULL,,,,,,,,,,,,,,
ELEGANT SW,9450167,0,0,NULL,NULL,,,,,,,,,,,,,,
ELEKTRA,9538153,0,0,NULL,NULL,,,,,,,,,,,,,,
ELENA TOPIC,9193692,0,0,NULL,NULL,,,,,,,,,,,,,,
ELENI T,9138630,0,0,NULL,NULL,,,,,,,,,,,,,,
ELISABETH BOLTEN,9232204,0,0,NULL,NULL,,,,,,,,,,,,,,
ELISABETH S,9418652,0,0,NULL,NULL,,,,,,,,,,,,,,
ELISABETH SCHULTE,9439840,0,0,NULL,NULL,,,,,,,,,,,,,,
ELKA ANGELIQUE,9216913,27539,11500,NULL,NULL,,,,,,,,,,,,,,
ELKA BENE,9244496,0,0,NULL,NULL,,,,,,,,,,,,,,
ELKA DELOS,9259290,0,0,NULL,NULL,,,,,,,,,,,,,,
ELKA GLORY,9234484,0,0,NULL,NULL,,,,,,,,,,,,,,
ELM K,9614294,0,0,NULL,NULL,,,,,,,,,,,,,,
EM ATHENS,9203538,0,0,NULL,NULL,,,,,,,,,,,,,,
EM CORFU,9231494,0,0,VOS0000007272,12/1/2017 20:00,,,,,,,,,,,,,,
EM HYDRA,9338967,0,0,NULL,NULL,,,,,,,,,,,,,,
EMA QUERIDA,9390903,0,0,NULL,NULL,,,,,,,,,,,,,,
EMANET,9132662,0,0,NULL,NULL,,,,,,,,,,,,,,
EMERALD,9163506,0,0,NULL,NULL,,,,,,,,,,,,,,
EMERALD EXPRESS,9425564,0,0,NULL,NULL,,,,,,,,,,,,,,
EMERALD II,7705532,0,0,NULL,NULL,,,,,,,,,,,,,,
EMERALD PRINCESS,9333151,0,0,NULL,NULL,,,,,,,,,,,,,,
EMILIE BULKER,9497177,0,0,NULL,NULL,,,,,,,,,,,,,,
EMINENT ACE,9293571,0,0,NULL,NULL,,,,,,,,,,,,,,
EMIRATES SPRING,9128207,0,0,NULL,NULL,,,,,,,,,,,,,,
EMIRATES WATS,7909425,0,0,NULL,NULL,,,,,,,,,,,,,,
EMS TRADER,9213105,25535,12454,VOS0000027045,7/29/2019 7:00,,,,,,,,,,,,,,
EMSTOR,9137818,0,0,NULL,NULL,,,,,,,,,,,,,,
EMWIKA NAREE,9127083,0,0,NULL,NULL,,,,,,,,,,,,,,
ENARXIS,8400452,0,0,NULL,NULL,,,,,,,,,,,,,,
ENDEAVOR I,8307698,0,0,NULL,NULL,,,,,,,,,,,,,,
ENDEAVOUR,8421212,0,0,NULL,NULL,,,,,,,,,,,,,,
ENDEAVOUR 1,9191113,0,0,NULL,NULL,,,,,,,,,,,,,,
ENERGY PIONEER,9281920,0,0,NULL,NULL,,,,,,,,,,,,,,
ENERGY PRIDE,9278052,0,0,NULL,NULL,,,,,,,,,,,,,,
ENY,8905490,0,0,NULL,NULL,,,,,,,,,,,,,,
EOT SPAR,8813025,2762,828,VOS0000008767,1/20/2018 10:00,,,,,,,,,,,,,,
EPIC BALTA,9220421,4807,1723,VOS0000039524,7/21/2020 15:00,,,,,,,,,,,,,,
EPIC BOLIVAR,9254264,0,0,NULL,NULL,,,,,,,,,,,,,,
EQUINOX DAWN,9229673,0,0,NULL,NULL,,,,,,,,,,,,,,
EQUINOX GLORY,9503990,0,0,NULL,NULL,,,,,,,,,,,,,,
EQUINOX SEAS,9229697,0,0,NULL,NULL,,,,,,,,,,,,,,
EQUULEUS LEADER,9342906,0,0,NULL,NULL,,,,,,,,,,,,,,
ER CALAISE,9301445,0,0,VOS0000021773,2/23/2019 5:00,,,,,,,,,,,,,,
ER DENVER,9282962,0,0,NULL,NULL,,,,,,,,,,,,,,
ERACLEA,9588330,0,0,NULL,NULL,,,,,,,,,,,,,,
ERATO ,9472103,26374,12941,VOS0000040544,8/23/2020 9:00,,,,,,,,,,,,,,
ERIKOUSSA,9254850,41679,19343,VOS0000023289,4/10/2019 0:00,,,,,,,,,,,,,,
ERMOUPOLIS ,9197088,0,0,NULL,NULL,,,,,,,,,,,,,,
ERNEST HEMINGWAY,9295177,0,0,NULL,NULL,,,,,,,,,,,,,,
EROS,8300523,0,0,NULL,NULL,,,,,,,,,,,,,,
ESBJERG,9457103,0,0,NULL,NULL,,,,,,,,,,,,,,
ESER KAPTANOGLU,8102414,0,0,NULL,NULL,,,,,,,,,,,,,,
ESHIPS EAGLE,9353905,0,0,NULL,NULL,,,,,,,,,,,,,,
ESHIPS PRELUDE,9272723,0,0,NULL,NULL,,,,,,,,,,,,,,
ESPERANCE BAY ,9580326,0,0,NULL,NULL,,,,,,,,,,,,,,
ETAGAS,8712570,0,0,NULL,NULL,,,,,,,,,,,,,,
ETHEL L,9450806,0,0,VOS0000024534,5/11/2019 0:00,,,,,,,,,,,,,,
EURASIAN BRILLIANCE,8400397,0,0,NULL,NULL,,,,,,,,,,,,,,
EURO ATLANTICA,9187538,0,0,NULL,NULL,,,,,,,,,,,,,,
EURODAM,9378448,0,0,NULL,NULL,,,,,,,,,,,,,,
EUROPA BAY,9615767,0,0,NULL,NULL,,,,,,,,,,,,,,
EUROPA III,9183855,0,0,NULL,NULL,,,,,,,,,,,,,,
EUROPEAN HIGHWAY,9206011,0,0,VOS0000009768,2/23/2018 4:00,,,,,,,,,,,,,,
EUROPEAN VISION,9210141,0,0,NULL,NULL,,,,,,,,,,,,,,
EVER REGAL,9172105,0,0,NULL,NULL,,,,,,,,,,,,,,
EVER SUCCESS,7609219,0,0,NULL,NULL,,,,,,,,,,,,,,
EVEREST SPIRIT,9281009,0,0,NULL,NULL,,,,,,,,,,,,,,
EVIE PG,9396359,0,0,NULL,NULL,,,,,,,,,,,,,,
EVINOS,9667928,0,0,NULL,NULL,,,,,,,,,,,,,,
EVITA-K,9109524,0,0,NULL,NULL,,,,,,,,,,,,,,
EVNIA,9232163,0,0,NULL,NULL,,,,,,,,,,,,,,
EVRIDIKI G,9231482,0,0,VOS0000039959,8/5/2020 5:00,,,,,,,,,,,,,,
EVROS I,8021983,0,0,NULL,NULL,,,,,,,,,,,,,,
EVROTAS I,9309241,0,0,NULL,NULL,,,,,,,,,,,,,,
EWL CANADA,9235610,0,0,NULL,NULL,,,,,,,,,,,,,,
EXCELLENT ACE,9293583,0,0,NULL,NULL,,,,,,,,,,,,,,
EXPLORER,9545077,0,0,NULL,NULL,,,,,,,,,,,,,,
EXPLORER I,9183518,0,0,NULL,NULL,,,,,,,,,,,,,,
EXPLORIOUS,8316338,0,0,NULL,NULL,,,,,,,,,,,,,,
F BLUE,9065900,0,0,NULL,NULL,,,,,,,,,,,,,,
FAABORG,9192648,0,0,NULL,NULL,,,,,,,,,,,,,,
FADELSIA,9481099,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIR OCEAN,9652480,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM BRONCO,9360960,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM CHARGER,9367401,0,0,VOS0000034357,2/19/2020 23:00,,,,,,,,,,,,,,
FAIRCHEM COLT,9304344,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM EAGLE,9423750,0,0,VOS0000032188,12/22/2019 6:00,,,,,,,,,,,,,,
FAIRCHEM FILLY,9323077,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM FRIESIAN,9367413,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM GENESIS,9324825,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM KISO,9527075,0,0,VOS0000008467,1/10/2018 21:00,,,,,,,,,,,,,,
FAIRCHEM MUSTANG,9287297,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM PEGASUS,9286542,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM STALLION,9291456,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRCHEM YUKA,9477505,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRLOAD,9083134,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRMOUNT GLACIER,9344796,0,0,NULL,NULL,,,,,,,,,,,,,,
FAIRMOUNT SHERPA,9315563,0,0,NULL,NULL,,,,,,,,,,,,,,
FAITHFUL,9015333,0,0,NULL,NULL,,,,,,,,,,,,,,
FALCON BAY,9070137,0,0,NULL,NULL,,,,,,,,,,,,,,
FALCON I,7374400,0,0,NULL,NULL,,,,,,,,,,,,,,
FALCON TRAVELLER,9070424,0,0,NULL,NULL,,,,,,,,,,,,,,
FALCOR,7928677,0,0,NULL,NULL,,,,,,,,,,,,,,
FAMILY ISLAND,7637345,0,0,NULL,NULL,,,,,,,,,,,,,,
FANJA,9235115,0,0,NULL,NULL,,,,,,,,,,,,,,
FANTASY STAR,9284257,0,0,NULL,NULL,,,,,,,,,,,,,,
FARUK KAAN,9165865,0,0,NULL,NULL,,,,,,,,,,,,,,
FATIH,9579327,0,0,NULL,NULL,,,,,,,,,,,,,,
FAVOLA,9246786,0,0,NULL,NULL,,,,,,,,,,,,,,
FAVORITE ACE,9293909,0,0,NULL,NULL,,,,,,,,,,,,,,
FAYAL CEMENT,7624374,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL ASAHI,9200419,0,0,VOS0000035479,3/24/2020 12:00,,,,,,,,,,,,,,
FEDERAL BAFFIN I,9304095,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL BARENTS,9697820,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL BERING,9697832,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL DANUBE,9271511,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL ELBE,9230000,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL EMS,9229984,0,0,VOS0000035121,3/15/2020 0:00,,,,,,,,,,,,,,
FEDERAL FRANKLIN,9317547,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL FUJI,8321931,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL HUNTER,9205938,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL KATSURA,9293923,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL KUMANO,9244257,0,0,VOS0000005826,10/13/2017 6:00,,,,,,,,,,,,,,
FEDERAL LEDA,9229996,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL MAAS,9118135,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL MARGAREE,9299472,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL MATANE,9283540,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL MATTAWA,9315537,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL MIRAMICHI,9315549,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL NAKAGAWA,9278791,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL OSHIMA,9200330,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL PATROLLER,9190092,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL PENDANT,9223899,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL POWER,9190119,0,0,VOS0000008125,12/30/2017 19:00,,,,,,,,,,,,,,
FEDERAL RHINE,9110925,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL RIDEAU,9200445,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL SAGUENAY,9110913,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL SAKURA,9288291,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL SCHELDE,9118147,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL SETO,9267209,0,0,VOS0000015040,8/2/2018 17:00,,,,,,,,,,,,,,
FEDERAL SEVERN,9606821,0,0,VOS0000004282,8/17/2017 15:00,,,,,,,,,,,,,,
FEDERAL SHIMANTO,9218404,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL ST LAURENT,9110896,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL TWEED,9658898,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL WELLAND,9205926,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL WESER,9229972,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL YOSHINO,9218416,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL YUKINA,9476977,0,0,NULL,NULL,,,,,,,,,,,,,,
FEDERAL YUKON,9205897,0,0,NULL,NULL,,,,,,,,,,,,,,
FELICITY,9297436,0,0,NULL,NULL,,,,,,,,,,,,,,
FELICITY ACE,9293911,0,0,VOS0000009353,2/8/2018 6:00,,,,,,,,,,,,,,
FELIXSTOWE BRIDGE,9290402,0,0,NULL,NULL,,,,,,,,,,,,,,
FEN,9359600,0,0,VOS0000035935,4/6/2020 17:00,,,,,,,,,,,,,,
FENG KANG SHAN,8400610,0,0,NULL,NULL,,,,,,,,,,,,,,
FEYHA,9460265,0,0,NULL,NULL,,,,,,,,,,,,,,
FIDELITY II,9581447,0,0,NULL,NULL,,,,,,,,,,,,,,
FIESTA,9168154,0,0,NULL,NULL,,,,,,,,,,,,,,
FILIBOZ,9437816,0,0,NULL,NULL,,,,,,,,,,,,,,
FINISTERRE,8710986,0,0,NULL,NULL,,,,,,,,,,,,,,
FIONA 7,8314639,0,0,NULL,NULL,,,,,,,,,,,,,,
FIRMAMENT ACE,9293894,0,0,VOS0000013791,6/28/2018 2:00,,,,,,,,,,,,,,
FLAG SEAMAN,8412120,0,0,NULL,NULL,,,,,,,,,,,,,,
FLEVO,8304555,0,0,NULL,NULL,,,,,,,,,,,,,,
FLEX BOX CONTAINER,9226504,0,0,NULL,NULL,,,,,,,,,,,,,,
FLINTER TRADER,9570670,0,0,NULL,NULL,,,,,,,,,,,,,,
FLINTERLAND,9352339,0,0,NULL,NULL,,,,,,,,,,,,,,
FLINTERMAR,9327322,0,0,NULL,NULL,,,,,,,,,,,,,,
FLINTERSKY,9250385,0,0,NULL,NULL,,,,,,,,,,,,,,
FLINTERSTAR,9243758,0,0,NULL,NULL,,,,,,,,,,,,,,
FLINTERSUN,9244374,0,0,NULL,NULL,,,,,,,,,,,,,,
FLORA S,7718187,0,0,NULL,NULL,,,,,,,,,,,,,,
FLORAL LAKE I,9277204,0,0,NULL,NULL,,,,,,,,,,,,,,
FLOREANA,8306474,0,0,NULL,NULL,,,,,,,,,,,,,,
FLORENCE,8400517,0,0,NULL,NULL,,,,,,,,,,,,,,
FONTHIDA NAREE,9108594,0,0,NULL,NULL,,,,,,,,,,,,,,
FORESIGHT,9388912,0,0,NULL,NULL,,,,,,,,,,,,,,
FOREST HILL,8102543,0,0,NULL,NULL,,,,,,,,,,,,,,
FOREST PAN,8404276,0,0,NULL,NULL,,,,,,,,,,,,,,
FORMOSA FALCON,9266762,0,0,NULL,NULL,,,,,,,,,,,,,,
FORMOSA SIXTEEN ,9344100,0,0,NULL,NULL,,,,,,,,,,,,,,
FORTITUDE,9402079,0,0,NULL,NULL,,,,,,,,,,,,,,
FORTUNATO I,9347736,0,0,NULL,NULL,,,,,,,,,,,,,,
FORTUNE WING,9479022,0,0,NULL,NULL,,,,,,,,,,,,,,
FOUMA,9395082,15375,5983,VOS0000031619,12/9/2019 3:00,,,,,,,,,,,,,,
FOUR TURANDOT,9480710,0,0,NULL,NULL,,,,,,,,,,,,,,
FOURNI,9405564,29663,14113,VOS0000004364,7/30/2017 0:00,,,,,,,,,,,,,,
FR8 VENTURE,9329758,0,0,NULL,NULL,,,,,,,,,,,,,,
FRANCONIA I,8415794,0,0,NULL,NULL,,,,,,,,,,,,,,
FRANZ SCHULTE,9332418,0,0,NULL,NULL,,,,,,,,,,,,,,
FRANZISKA BOLTEN,9483451,0,0,NULL,NULL,,,,,,,,,,,,,,
FREE HERO,9111591,0,0,NULL,NULL,,,,,,,,,,,,,,
FREEDOM ACE,9293662,0,0,NULL,NULL,,,,,,,,,,,,,,
FREEDOM LILY,9284245,0,0,NULL,NULL,,,,,,,,,,,,,,
FREEDOM OF THE SEAS,9304033,0,0,NULL,NULL,,,,,,,,,,,,,,
FREEMANTLE HIGHWAY,9667344,0,0,NULL,NULL,,,,,,,,,,,,,,
FREJA OCEAN,9252400,0,0,NULL,NULL,,,,,,,,,,,,,,
FREJA SPRING,9174488,0,0,NULL,NULL,,,,,,,,,,,,,,
FREJA TAURUS,9461673,0,0,NULL,NULL,,,,,,,,,,,,,,
FRIEDERIKE,9436769,0,0,NULL,NULL,,,,,,,,,,,,,,
FRIENDSHIP V,8323123,0,0,NULL,NULL,,,,,,,,,,,,,,
FRIO CHIKUMA,9184536,0,0,NULL,NULL,,,,,,,,,,,,,,
FRIO DOLPHIN,8807442,0,0,NULL,NULL,,,,,,,,,,,,,,
FRIO GRC,9081679,0,0,NULL,NULL,,,,,,,,,,,,,,
FRIO MARATHON,8223995,0,0,NULL,NULL,,,,,,,,,,,,,,
FRIO MOGAMI,9184548,0,0,NULL,NULL,,,,,,,,,,,,,,
FRIO POSEIDON,8807662,0,0,NULL,NULL,,,,,,,,,,,,,,
FRISIA INN,9435521,0,0,VOS0000039684,8/25/2020 5:00,,,,,,,,,,,,,,
FRISIA LISSABON,9299020,0,0,NULL,NULL,,,,,,,,,,,,,,
FRISIA LOGA,9320001,0,0,NULL,NULL,,,,,,,,,,,,,,
FRISIA ROSTOCK,9311842,0,0,NULL,NULL,,,,,,,,,,,,,,
FRISIANA,9385893,0,0,NULL,NULL,,,,,,,,,,,,,,
FRITZ,9415155,0,0,NULL,NULL,,,,,,,,,,,,,,
FRITZ REUTER,9357872,0,0,NULL,NULL,,,,,,,,,,,,,,
FRONT BRABANT,9155808,0,0,NULL,NULL,,,,,,,,,,,,,,
FRONT PAGE,9248497,0,0,NULL,NULL,,,,,,,,,,,,,,
FRONT RUNNER,9430806,0,0,NULL,NULL,,,,,,,,,,,,,,
FSL GBR,9340465,0,0,NULL,NULL,,,,,,,,,,,,,,
FSL JPN ,9349643,0,0,VOS0000006398,11/1/2017 2:30,,,,,,,,,,,,,,
FU AN CHENG,9063251,0,0,NULL,NULL,,,,,,,,,,,,,,
FU NING SHAN,8402058,0,0,NULL,NULL,,,,,,,,,,,,,,
FU QING SHAN,8601355,0,0,NULL,NULL,,,,,,,,,,,,,,
FU XIN SHAN,8601379,0,0,NULL,NULL,,,,,,,,,,,,,,
FUAT BEY,9663817,0,0,NULL,NULL,,,,,,,,,,,,,,
FUREVIK,9274666,0,0,NULL,NULL,,,,,,,,,,,,,,
FURUHOLMEN,9553397,0,0,VOS0000008089,1/2/2018 7:00,,,,,,,,,,,,,,
FUTURA,9293961,0,0,NULL,NULL,,,,,,,,,,,,,,
G MAR,8940165,0,0,NULL,NULL,,,,,,,,,,,,,,
GADWALL,9358369,0,0,NULL,NULL,,,,,,,,,,,,,,
GAIL,9497505,0,0,NULL,NULL,,,,,,,,,,,,,,
GALAHAD,9242338,0,0,NULL,NULL,,,,,,,,,,,,,,
GALANI,9337597,18480,10277,VOS0000027648,8/18/2019 0:00,,,,,,,,,,,,,,
GALAXY ACE,9624237,0,0,VOS0000009669,2/19/2018 5:00,,,,,,,,,,,,,,
GAO QIANG,9144512,0,0,NULL,NULL,,,,,,,,,,,,,,
GARDENIA ACES,9542295,0,0,VOS0000018468,11/12/2018 5:00,,,,,,,,,,,,,,
GARDENIA K,9675559,0,0,NULL,NULL,,,,,,,,,,,,,,
GAS CRYSTAL,8913215,0,0,NULL,NULL,,,,,,,,,,,,,,
GAS FLAWLESS,9354222,0,0,VOS0000040170,8/8/2020 14:00,,,,,,,,,,,,,,
GAS FORTUNE,9016696,0,0,NULL,NULL,,,,,,,,,,,,,,
GAS NIRVANA,9140607,0,0,NULL,NULL,,,,,,,,,,,,,,
GAS PRODIGY,9263966,0,0,NULL,NULL,,,,,,,,,,,,,,
GASCHEM ARTIC,9371672,0,0,NULL,NULL,,,,,,,,,,,,,,
GASCHEM ATRICE,8324634,0,0,NULL,NULL,,,,,,,,,,,,,,
GASCHEM BALTIC,9269269,0,0,NULL,NULL,,,,,,,,,,,,,,
GASCHEM DOLLART,8922292,0,0,NULL,NULL,,,,,,,,,,,,,,
GASCHEM ISAR,9007087,0,0,NULL,NULL,,,,,,,,,,,,,,
GASCHEM NORDSEE,9402562,0,0,NULL,NULL,,,,,,,,,,,,,,
GASCHEM TANA,9010797,0,0,NULL,NULL,,,,,,,,,,,,,,
GATUN,7015262,0,0,NULL,NULL,,,,,,,,,,,,,,
GBR EXPRESS,9143568,0,0,NULL,NULL,,,,,,,,,,,,,,
GBR STAR,9330343,0,0,VOS0000028793,9/14/2019 6:00,,,,,,,,,,,,,,
GEA,9300910,0,0,NULL,NULL,,,,,,,,,,,,,,
GEJA C,9258222,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO AUVERGNE,9557123,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO CHAMPION,9350094,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO GLORY,8307820,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO HUNTER,9368871,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO LORRAINE,9474785,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO MARINE,9125906,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO PIONEER,9197935,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO PROGRESS,9199830,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO PROSPERITY,9121742,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO RELIANCE,9200407,0,0,NULL,NULL,,,,,,,,,,,,,,
GENCO SUGAR,9191034,0,0,NULL,NULL,,,,,,,,,,,,,,
GENER8,9322279,0,0,NULL,NULL,,,,,,,,,,,,,,
GENER8 PERICLES,9247986,0,0,NULL,NULL,,,,,,,,,,,,,,
GENERAL LEE,7413323,0,0,NULL,NULL,,,,,,,,,,,,,,
GENERAL ZAMORA,9007788,0,0,NULL,NULL,,,,,,,,,,,,,,
GENIUS HIGHWAY,9671416,0,0,NULL,NULL,,,,,,,,,,,,,,
GENIUS STAR III,9344162,0,0,NULL,NULL,,,,,,,,,,,,,,
GENIUS STAR XII,9644744,0,0,NULL,NULL,,,,,,,,,,,,,,
GENMAR ALEXANDRA,9007568,0,0,NULL,NULL,,,,,,,,,,,,,,
GENMAR CONSTANTINE,9041203,0,0,NULL,NULL,,,,,,,,,,,,,,
GENMAR MINOTAUR,9083316,0,0,NULL,NULL,,,,,,,,,,,,,,
GENNARO IEVOLI,9223851,0,0,NULL,NULL,,,,,,,,,,,,,,
GENTLE LEADER,9391567,0,0,NULL,NULL,,,,,,,,,,,,,,
GEO PACIFIC,8408937,0,0,NULL,NULL,,,,,,,,,,,,,,
GEOEXPLORER,8107921,0,0,NULL,NULL,,,,,,,,,,,,,,
GEORGIA,8112433,0,0,NULL,NULL,,,,,,,,,,,,,,
GEORGIA TRADER,9357107,0,0,NULL,NULL,,,,,,,,,,,,,,
GEORGINA PG,9415741,6688,2869,VOS0000025373,6/5/2019 22:00,,,,,,,,,,,,,,
GEORGIOS M,9011868,0,0,NULL,NULL,,,,,,,,,,,,,,
GERTRUDIS,9571636,0,0,NULL,NULL,,,,,,,,,,,,,,
GETALDIC,9137428,0,0,NULL,NULL,,,,,,,,,,,,,,
GEYSIR,7710733,0,0,NULL,NULL,,,,,,,,,,,,,,
GHETTY BOTTIGLIERI,9232034,0,0,NULL,NULL,,,,,,,,,,,,,,
GHINAH,9484728,0,0,NULL,NULL,,,,,,,,,,,,,,
GINGA LION,9278727,0,0,NULL,NULL,,,,,,,,,,,,,,
GIORGIS MILAS,8307882,0,0,NULL,NULL,,,,,,,,,,,,,,
GIOVANNI DP,9261516,0,0,VOS0000039535,7/21/2020 21:00,,,,,,,,,,,,,,
GIOVANNI TOPIC,9251315,0,0,NULL,NULL,,,,,,,,,,,,,,
GISELA OLDENDORFF,9134804,0,0,NULL,NULL,,,,,,,,,,,,,,
GIZEMDENIZ SULTAN,9327310,0,0,NULL,NULL,,,,,,,,,,,,,,
GLADIATOR,9605853,0,0,NULL,NULL,,,,,,,,,,,,,,
GLASGOW MAERSK,9193240,0,0,NULL,NULL,,,,,,,,,,,,,,
GLEN,9311634,0,0,VOS0000015039,8/5/2018 10:00,,,,,,,,,,,,,,
GLENDA MELODY,9455818,0,0,NULL,NULL,,,,,,,,,,,,,,
GLENDA MEREDITH,9494668,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOBAL AKER,9249594,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOBAL ALLIANCE,9312341,0,0,VOS0000019101,12/5/2018 0:00,,,,,,,,,,,,,,
GLOBAL DISCOVERY,9153496,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOBAL ESCORT,9153501,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOBAL LEADER,9237319,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOBAL SPIRIT,8517279,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOBAL STANDARD,9550199,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOBAL SYDNEY,8715821,0,0,NULL,NULL,,,,,,,,,,,,,,
GLORIA,8642555,0,0,NULL,NULL,,,,,,,,,,,,,,
GLORIA GALAXY,9554212,0,0,NULL,NULL,,,,,,,,,,,,,,
GLORIA T,7361661,0,0,NULL,NULL,,,,,,,,,,,,,,
GLORIOSA I,9385099,0,0,NULL,NULL,,,,,,,,,,,,,,
GLORIOUS ACE,9561277,0,0,NULL,NULL,,,,,,,,,,,,,,
GLORY,9378254,0,0,NULL,NULL,,,,,,,,,,,,,,
GLORY OCEAN,9116448,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOVIS CAPTAIN,9707015,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOVIS CENTURY,9590589,0,0,NULL,NULL,,,,,,,,,,,,,,
GLOVIS CHAMPION,9651113,59060,20906,VOS0000038940,7/10/2020 8:00,,,,,,,,,,,,,,
GLOVIS COSMOS,9707027,0,0,VOS0000007753,12/19/2017 6:00,,,,,,,,,,,,,,
GLOVIS CROWN,9706994,0,0,VOS0000038126,6/17/2020 19:00,,,,,,,,,,,,,,
GLOVIS CRYSTAL,9707003,0,0,NULL,NULL,,,,,,,,,,,,,,
GLUECKSBURG,9406960,18485,10282,VOS0000017510,10/15/2018 7:00,,,,,,,,,,,,,,
GMT ASTRO,8606056,0,0,NULL,NULL,,,,,,,,,,,,,,
GOKCAN,8124802,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN BEAR,8834407,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN ELIZABETH,9170949,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN ENDURANCE,9043110,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN JANE,9222716,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN KIKU,9316933,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN LION,8323410,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN PRINCESS I,9192351,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN SHADOW,1005136,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN STAR,9252046,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN TAKA,9305544,0,0,NULL,NULL,,,,,,,,,,,,,,
GOLDEN UNITY,9572575,0,0,NULL,NULL,,,,,,,,,,,,,,
